,Unnamed: 0,model,mae,rmse,r2,mae_avo,rmse_avo,r2_avo,mae_olive,rmse_olive,r2_olive,mae_grape,rmse_grape,r2_grape,mae_tr,rmse_tr,r2_tr,best_params
111,111,NDWI_Ridge,0.0636495577407333,0.0855299465584284,0.622852600828885,0.1062089481141425,0.1264198978522113,0.4308247595816339,0.0429060117743845,0.055233099852936,0.7582490066577254,0.0420375997300006,0.0543559475210067,0.7613163787982142,0.0656298272992626,0.088051286715063,0.6883857768139847,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': False, 'ridge__solver': 'lsqr'}"
11,11,NDWI_SVR,0.048580945373522,0.0731768504187716,0.7589726792728865,0.0866846243760483,0.1147128063271843,0.5313604488350336,0.0270765934119353,0.0345326209736202,0.905500716577208,0.0321367522301613,0.0417978495973735,0.8588644712571353,0.0372656707172336,0.0601467356377434,0.8545981333291608,"{'SVR__C': 10, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
86,86,NDWI_XGB,0.0442871821210249,0.0651820499756853,0.7973169259987211,0.076678006963497,0.0989069513379324,0.6516075293037641,0.0226977838619767,0.0302987871023469,0.9272521908889878,0.0335867034495957,0.0454542414901571,0.8330919409976444,0.0204755862779368,0.0299772358005529,0.9638815564704226,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 1000, 'xgb__subsample': 0.2}"
69,69,PSRI_MLP,0.0153831037729406,0.0233667285712164,-0.5618297873195648,0.0299549819794077,0.037860382548109,0.0326650120900064,0.0069282177218841,0.008559483090383,-0.70469183166847,0.0093232797685152,0.0116281585653404,0.1275465573147504,0.0142982266912963,0.0221932216671893,0.3710723494293079,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
44,44,PSRI_RF,0.012862619187635,0.0210708764085076,0.1414794741960058,0.0262055226687949,0.0344733773279281,0.1979996340328464,0.0050760875612835,0.0065347657655436,0.0064016676005399,0.0073581760417502,0.0101997857583155,0.3287219144811152,0.0077698640201999,0.0123108625373517,0.8064750557963076,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}"
119,119,PSRI_Ridge,0.0142833603831909,0.0220905768400251,-0.2201272680683017,0.0273525087290052,0.0355780018087267,0.1457794672815503,0.0077315807400615,0.0098573676195392,-1.2608550030043748,0.0078269016683816,0.0102291462317703,0.3248517529905598,0.0134047976128916,0.021172847836268,0.4275750701284552,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'lsqr'}"
19,19,PSRI_SVR,0.0125614106973036,0.0206866170540164,-0.3339389197265316,0.0250921762541803,0.0337518132733605,0.2312216932826933,0.0054151452687718,0.0071159630790544,-0.1781977139610642,0.0072272330000647,0.0098543173149548,0.3734244334313639,0.0112174720919277,0.0192564794947503,0.5265067742798556,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
94,94,PSRI_XGB,0.0118297388623588,0.0186374185545289,0.4610169556793638,0.023168601119071,0.0298328563201812,0.3993844478098256,0.0049891867303469,0.0064684996999584,0.0264507462001519,0.0073734690191977,0.010603561323689,0.2745226218034946,0.0080602858189514,0.0123635674753755,0.8048144810729667,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1.0}"
70,70,RVSI_MLP,0.0060445432130897,0.0082532688474578,0.4980111460463055,0.0063436257850752,0.0087226816567809,-0.3470598780141645,0.0039210095841659,0.005318422418008,-0.1767683859500264,0.0078519433255707,0.0099840257941451,0.5358903570742284,0.0059677476781049,0.0083507576800501,0.58842939534752,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01}"
45,45,RVSI_RF,0.0040620478471793,0.0061493827125066,0.7046883768515895,0.0040018974881712,0.0063816420079586,0.2789726625156365,0.0026227770326502,0.0037729277982997,0.4077810168520431,0.0055474557387209,0.0076348681499543,0.728598473452963,0.0021549859092856,0.0034255482944651,0.93074473824852,"{'rf__max_depth': None, 'rf__min_samples_split': 7, 'rf__n_estimators': 100}"
120,120,RVSI_Ridge,0.0054434130475015,0.0074650069265998,0.4969629899558478,0.0056303572104834,0.008156509869572,-0.1778651911930084,0.0037229218102505,0.0048218771028351,0.0327079687351847,0.0069626279061231,0.0087861981013308,0.6405725967187543,0.0055751779724913,0.0076723894559103,0.6525807605445461,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'auto'}"
20,20,RVSI_SVR,0.0048850541424013,0.0065923579241304,0.5770681531864406,0.0046336186153742,0.0069444511797,0.1461870969775283,0.0040736631565714,0.0049906641754498,-0.0361962818151138,0.0059379476971942,0.0075575508323369,0.7340675362597343,0.005000155102273,0.006711876150687,0.7341231933681974,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
95,95,RVSI_XGB,0.0041664183991336,0.0062893686246907,0.698097555305764,0.0040083423395166,0.0062233593502423,0.3142961102476029,0.0026302030332527,0.0037672770286093,0.409553638652826,0.0058448753253277,0.0080932769244948,0.6950293785681703,0.0017653646193252,0.0026226165296913,0.9594059694843188,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 1000, 'xgb__subsample': 0.2}"
72,72,SIPI_MLP,0.0206872952142426,0.0286109736029771,-0.4570956459556126,0.033597576000247,0.0423407921865529,0.1640816577028727,0.0117807344739497,0.0146024517706935,-0.7578209136532321,0.0167209931128836,0.021289336938385,-0.5289728803733849,0.0195966539746721,0.0285078998255322,0.2645198180987927,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
47,47,SIPI_RF,0.0154487726859338,0.0237444274519594,0.01600797534639,0.0279564090792111,0.0364524797943017,0.3804162025769185,0.0067339643964258,0.0093725538121704,0.275832631469154,0.0116913915737886,0.0166573315427874,0.0639773213985037,0.0107677574649732,0.017971821837406,0.707702745657056,"{'rf__max_depth': 20, 'rf__min_samples_split': 20, 'rf__n_estimators': 100}"
122,122,SIPI_Ridge,0.0176868003424546,0.0252891997739059,-0.4237144605176484,0.0303350297947285,0.0381757906956859,0.3204491216820371,0.0091335985865849,0.0117225687824972,-0.1328401829098937,0.0136300439329326,0.01807683428614,-0.1023519254534521,0.0169425504361749,0.0261930113921686,0.3791146818498185,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'lsqr'}"
22,22,SIPI_SVR,0.0153826276578184,0.0230921308443294,-0.2240942732522521,0.0274235951538864,0.0352868097712189,0.4194084794757114,0.0071595375148988,0.0093722310307042,0.2758825098234725,0.0116004314014285,0.0164083076544653,0.091754839802763,0.0132306709465003,0.0229665548986232,0.5226551580608969,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
97,97,SIPI_XGB,0.0132813777298404,0.0207100569596536,0.2746271140500823,0.0245290193629467,0.0320802592488689,0.520132171396501,0.0060348244711226,0.0084660412527208,0.4091410384793282,0.0093176827047452,0.0137176366398765,0.365204117444126,0.0099709446084393,0.0158419139917758,0.7728797649776848,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
64,64,SIWSI_MLP,0.0542738763334916,0.0715858109125217,0.7200967346620227,0.0863897889135208,0.1028175233257922,0.6000364544949459,0.0384615643478371,0.0484435722920061,0.810154001796458,0.0381226458381296,0.0498026871845124,0.7934732139952723,0.0557095890898738,0.0767258426983254,0.7488514578630896,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.001}"
39,39,SIWSI_RF,0.0440581214770322,0.0634882362318338,0.795813824569984,0.0746816421755729,0.0944301217778958,0.6626294008850803,0.0237626179100006,0.032265054653506,0.9157841308772504,0.0338266278701165,0.0463887024619047,0.8208176270597674,0.0307733518682183,0.0440251676483014,0.9173106907163624,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}"
114,114,SIWSI_Ridge,0.0609143182961673,0.0815360355046797,0.6403038149718303,0.1011508892999126,0.120191539379366,0.4534449292039105,0.0410581973670158,0.0529459796647482,0.773225038523256,0.0407243397175979,0.0522688873761001,0.7725126012132437,0.0628679093888307,0.0841617209903351,0.6978124674274222,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': False, 'ridge__solver': 'auto'}"
14,14,SIWSI_SVR,0.0466659126164359,0.0700603144378772,0.7674750012202195,0.0822230626119177,0.1094650845160248,0.5466460893929699,0.0263975802136822,0.0333487670267447,0.9100318711026022,0.0315199811694342,0.0407582150760136,0.8616748508911598,0.0358905262302463,0.0574934088238423,0.858979111896861,"{'SVR__C': 10, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
89,89,SIWSI_XGB,0.0428584297199278,0.0630260953692871,0.7993168909277867,0.0741574746170399,0.0953089648945641,0.6563204914348144,0.021360142679671,0.0288411079685107,0.9327096161754812,0.0331492677308936,0.0449408349269663,0.8318282254382564,0.0198973617040376,0.0290391538573423,0.9640238038178384,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 1000, 'xgb__subsample': 0.2}"
68,68,SPADI_MLP,0.0338976391949815,0.0452430232215447,-1.2279074218779176,0.0333986426208786,0.0443277987625751,-0.0302462617412213,0.0322661679430184,0.0471901925036643,0.0627752105019151,0.0360081961067852,0.0441570082799298,0.1424842346692377,0.0325078029247303,0.0446896821702137,0.3288838311465745,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
43,43,SPADI_RF,0.0303812433189783,0.0412054983114404,-0.2019978226532266,0.0293683510038388,0.0391817332625961,0.1950739111898413,0.0306657416963234,0.043863085185399,0.1902730021889395,0.0311028298367932,0.0404362864401053,0.2809065068758162,0.011147824838092,0.0152013492324404,0.9223489302346356,"{'rf__max_depth': 20, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}"
118,118,SPADI_Ridge,0.0341343476409717,0.0444555961229092,-1.2403488309201478,0.0323965588552496,0.043434667379699,0.0108509998358544,0.0325241351990532,0.0448351007293003,0.1539879111776729,0.037451059137513,0.0450735131822604,0.1065183246292581,0.0345780195546883,0.0457823333839279,0.295665409880015,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'lsqr'}"
18,18,SPADI_SVR,0.0286002651186717,0.0400503759000158,-0.0153000568487198,0.0265505443204152,0.0376622781604664,0.2562929654170776,0.0293823413468373,0.0434662922224185,0.204856597174084,0.0298560625432477,0.0387977300123359,0.3380038504838809,0.025155585391225,0.0370945170402733,0.5376161973430253,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
93,93,SPADI_XGB,0.0284682611796758,0.0390093438791481,0.0065873715666736,0.0273309199544238,0.0378107235539653,0.2504187879285046,0.0272191929409409,0.0393521592798147,0.3482554563995748,0.0308323677514759,0.0398288085696656,0.3023502213678615,0.0137660744897158,0.0184567607127395,0.885529354016463,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
60,60,SRWI2_MLP,0.0672667005244917,0.0903105501096402,0.5033857821687873,0.1058761438873748,0.1272128356465241,0.4525894927251384,0.0527062970659834,0.0673915940682323,0.4028652924979641,0.0434424180024007,0.0615182448917716,0.5971774195776921,0.0726559332988764,0.0971812401796668,0.6285919089951495,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
35,35,SRWI2_RF,0.0475013280352147,0.0729830763024072,0.7384874967179393,0.086622603979147,0.1118404710197571,0.5768939480808908,0.0260741852017559,0.0354187236665713,0.835059741698515,0.0299725606547458,0.047390654368723,0.7609485705987542,0.0253392549150037,0.0409383496879455,0.9340906317143436,"{'rf__max_depth': 30, 'rf__min_samples_split': 7, 'rf__n_estimators': 100}"
110,110,SRWI2_Ridge,0.0696871650466169,0.0931660705327498,0.5307514014985064,0.1138640551367067,0.1383832206378731,0.352234028088857,0.0483124918502448,0.0586511992343525,0.5477124333539893,0.0470980529836818,0.0591502333045006,0.6275921234801066,0.0712713469435854,0.0961745751757294,0.6362466181796428,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
10,10,SRWI2_SVR,0.0491037703849792,0.0737827976221828,0.7490733507767154,0.0869059378681984,0.1155543900701326,0.5483269673565887,0.0328040603351362,0.0402714176540144,0.786766864825889,0.0278022704977095,0.0373536335432409,0.8514845478950228,0.0460127324368289,0.0694055735543899,0.8105584748632693,"{'SVR__C': 10, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
85,85,SRWI2_XGB,0.0469208133042707,0.0717726260715291,0.7430709612423171,0.0881623479361294,0.1126853307435021,0.570477390067144,0.0256777588691886,0.0342206853515075,0.8460292368551878,0.0271092347915761,0.0402271240707992,0.8277560787616427,0.0150934138733833,0.0217435214645159,0.981407137851386,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
59,59,SWRI1_MLP,0.1077328682066991,0.1535881887387256,0.5746033211510366,0.1875005165408031,0.2337702083937564,0.3976908082903709,0.0761303206273123,0.0934041266833718,0.659466307875554,0.0600179085805306,0.086870601482976,0.7464514624213694,0.109785783804762,0.1600283439544042,0.6560617529176638,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
34,34,SWRI1_RF,0.078634716490624,0.1252507195604043,0.7426305354343408,0.1532556279811352,0.1976183752802178,0.569576661446962,0.0386661943838422,0.0543459471409813,0.8847177928311748,0.0443061812132848,0.0718058447988575,0.8267652374923407,0.0538773445748969,0.0867906959163814,0.898834369411508,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}"
109,109,SWRI1_Ridge,0.1105607527035704,0.1574400442269701,0.5528698630636202,0.1980664657763086,0.2439082073668597,0.344316897718719,0.0680182224238793,0.0863521106089082,0.7089457986093017,0.0660177865721406,0.0870434832968865,0.7454412806693388,0.115691969079787,0.1639798576480087,0.638866595880248,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'auto'}"
9,9,SWRI1_SVR,0.0845320792052165,0.1454310737266687,0.6492332359486692,0.1741444639268019,0.2394618675352193,0.368004634881126,0.0421396864205649,0.0565974157607472,0.8749680045942448,0.0377533956041418,0.0554603537957972,0.8966570810039456,0.0656043509130485,0.1206695899840729,0.8044389656341722,"{'SVR__C': 10, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
84,84,SWRI1_XGB,0.0795010488117368,0.1220417162989012,0.7341336077056949,0.1568812921006606,0.1957628518455044,0.5776215723262227,0.0378426219918505,0.0488385570575309,0.9068991583617368,0.0441130810947464,0.0638458943605952,0.8630438929171332,0.0583576972060952,0.0920606069517783,0.8861758753152054,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
58,58,SWRI_MLP,0.0739010958014408,0.0989216319240388,0.5910448168797543,0.1196499489010519,0.1443975722086235,0.4424522944705592,0.0581385053104201,0.0722489957925109,0.4926508896343617,0.0441950786377905,0.0578501118302439,0.7411408334696497,0.0757481632823963,0.1062485712106025,0.6552746160583822,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
33,33,SWRI_RF,0.0533503943607718,0.0808405802362126,0.7510005321335609,0.0949024019583384,0.1220547149802632,0.6016439916947336,0.0309449741783641,0.0424249002673427,0.8250616874254287,0.0343827470149134,0.0542426788111747,0.7724182663187795,0.0249120308963306,0.0399002975620686,0.9513839873979958,"{'rf__max_depth': 30, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}"
108,108,SWRI_Ridge,0.0795684560262744,0.1055377700739319,0.533310678342896,0.1275214017698595,0.155118190623873,0.3565901419978261,0.0572017388129361,0.0691684089868026,0.5349936909789623,0.0542213511271516,0.0680451165188407,0.641863102510138,0.0813874183714867,0.1087702179971513,0.6387173841165736,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
8,8,SWRI_SVR,0.0541874646469298,0.0815524391062743,0.760805772582051,0.0954550424035604,0.1268117749369114,0.5699871709018007,0.0364194600212623,0.0455209907268577,0.7985966527549372,0.0309075136947608,0.0429459882818879,0.8573406156799264,0.0508299137051383,0.0774528561485839,0.8168099244647746,"{'SVR__C': 10, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
83,83,SWRI_XGB,0.0525196734915021,0.0798409611033333,0.7559338784752381,0.0959246057458925,0.1237891571303433,0.5902419806644241,0.030915231005253,0.0410360419447047,0.836328070189905,0.0309229266183902,0.0464308584723568,0.8332489528258367,0.0171791108693913,0.0245628977793022,0.9815759005736402,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
54,54,TM57_MLP,0.1034208984788524,0.133418921855369,0.7133788590444861,0.1254532108573683,0.1556317972681629,0.7115411161313112,0.0804365974534727,0.1139566912583699,0.8411417048850995,0.1043639900355587,0.1273163509706082,0.6501912360066604,0.1103409473110021,0.1414569608428205,0.7523740383146106,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
29,29,TM57_RF,0.1001251785685142,0.1309624955572601,0.7363544340919392,0.1244740842511187,0.1583119426097389,0.7015204307527985,0.0733458050492807,0.1008784962847141,0.8755120156082083,0.1025329317524644,0.1273700852038734,0.6498958980994516,0.0650475763646301,0.0840531442850597,0.912571010786675,"{'rf__max_depth': 20, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}"
104,104,TM57_Ridge,0.1188774116588432,0.1497079345452334,0.61671402067375,0.1310677035940124,0.1655340035959547,0.6736664757472818,0.1079212423264042,0.1384944669278447,0.765363764947405,0.1176548229122132,0.1437762030886184,0.5538957701172799,0.1236750019126894,0.1564230716553076,0.6972046869503341,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'auto'}"
4,4,TM57_SVR,0.1003405826044157,0.1313175947043278,0.7252611379364308,0.1289688582461229,0.1576307966920422,0.7040833551220809,0.0745556610925122,0.1051468056380058,0.86475463133213,0.0975238018776944,0.1258683228877824,0.6581030618297474,0.0960298562129427,0.1251309307905505,0.806234310077464,"{'SVR__C': 1, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
79,79,TM57_XGB,0.0974823499030247,0.1283453762759357,0.7332397087025306,0.124157013032916,0.1566673865109027,0.7076894766229815,0.0713713430426084,0.0989627312896372,0.8801953757740257,0.0969239614491523,0.1228508665430835,0.6742992423883885,0.0760490493884219,0.0971898923598875,0.8831066699096171,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
67,67,VOG1_MLP,0.0992622489423595,0.1490790672048451,-0.1588198884364875,0.1343972535326916,0.2087176587387628,0.1955758996757273,0.0740087979160444,0.0986605248943706,0.7316206338281179,0.0894730463462306,0.1160148030863017,-0.0609646669272225,0.0998391973377064,0.1438370179584529,0.5638348257974682,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
42,42,VOG1_RF,0.0819707264344625,0.1254195262418725,0.3937623971020924,0.1178534022944628,0.1807555839306364,0.3966766561110934,0.0539685910323511,0.0739908634724484,0.849055090737781,0.0741638358873951,0.095422429648639,0.2822469490435116,0.0484017728791103,0.0667368864211268,0.9061052031042982,"{'rf__max_depth': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}"
117,117,VOG1_Ridge,0.1238241641193969,0.1670975094139273,-0.4898787976445415,0.154111351411156,0.2135352663845177,0.1580119907686978,0.0989621243321698,0.1354091098619896,0.4944570644842485,0.1184497189279914,0.1410935908186975,-0.5692375046563498,0.1274937943819602,0.1673442142352936,0.409620800032213,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
17,17,VOG1_SVR,0.0861318650810413,0.1352488079063548,0.1905106999851766,0.1208699625100955,0.1944764565972402,0.3016055966735455,0.0710302311244204,0.0975649579611903,0.7375479296363284,0.0666789199588178,0.0873912234079239,0.39798162823528,0.0735765329439364,0.1134839839757154,0.7284943995267636,"{'SVR__C': 10, 'SVR__epsilon': 0.05, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
92,92,VOG1_XGB,0.0774085397138393,0.1172613223138502,0.4625854427931671,0.1140253665436219,0.1700946295402406,0.4657458702945966,0.0550302943090164,0.0739587621653879,0.8491860387366443,0.0633030291433185,0.0831448915936738,0.455064314051111,0.0310621121970247,0.0426126139118402,0.961718760145856,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 500, 'xgb__subsample': 0.8}"
50,50,WBI_MLP,0.0468060429717985,0.0649295379665087,0.2403476824251497,0.0752253735117071,0.0937147204293294,0.1051198076921754,0.0394827112260852,0.0509851156293719,-0.4485867532005596,0.0259072030448387,0.0359607592649465,0.4117886123787443,0.0468307594352023,0.0652336760882485,0.4945653259376796,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
25,25,WBI_RF,0.0420021464143688,0.0590039990653026,0.4097281575390631,0.0690212884328883,0.086215733943507,0.2426051866476962,0.0331392729544144,0.0425531532704986,-0.0090697512945343,0.0240155626086876,0.0349543938988757,0.4442502518498902,0.0276540573633972,0.0408587320230496,0.8017144361955046,"{'rf__max_depth': None, 'rf__min_samples_split': 15, 'rf__n_estimators': 100}"
100,100,WBI_Ridge,0.0465846552024796,0.0623989833575644,0.239656345475049,0.0747207556607706,0.0906887370361343,0.1619769289778752,0.0387455774461734,0.0476857698013098,-0.2671711834374983,0.0264773243014478,0.0347542402305902,0.4505966285944668,0.0475745435476206,0.0647438302705606,0.5021275393900894,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
0,0,WBI_SVR,0.0402822633172777,0.0583842122299433,0.3722296227729238,0.0666238481648263,0.0836712644860527,0.2866512047474525,0.0318412025311651,0.0444970492657574,-0.1033673217036483,0.0225490338732382,0.0355738645874043,0.4243774251857963,0.0405165398457441,0.0616418828935606,0.5486919098693326,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
75,75,WBI_XGB,0.0241698537165837,0.038922516271657,0.7746455363093333,0.0486144416770171,0.0635454367780692,0.5885491102891898,0.0132932876574075,0.0174316627611502,0.8306694484871473,0.0107286357583289,0.0146718346920316,0.9020860495732794,0.0176442397822385,0.0296026445753128,0.895916389637315,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
55,55,WI_MLP,0.0388170115598281,0.051000930675775,0.2506150229307297,0.0603739888146672,0.0721258454733121,0.225144046298323,0.0341140364402785,0.0430010458328253,-0.1543569916892548,0.0221205234631864,0.0277369426451683,0.6237289998436027,0.0414832515401099,0.0562763372915412,0.4718106767141955,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
30,30,WI_RF,0.0223330692117343,0.035882553693167,0.7246032363404424,0.0423489689856871,0.0557128607211768,0.5376721471624477,0.011586650354612,0.0161794537783706,0.8365782666543431,0.0131502189576778,0.0224580503056923,0.7533235603725227,0.01198024672848,0.0200213616643565,0.9331463394458174,"{'rf__max_depth': 40, 'rf__min_samples_split': 7, 'rf__n_estimators': 500}"
105,105,WI_Ridge,0.0335928663494944,0.045337523811648,0.5113708383475171,0.0555850795873159,0.0677372727871087,0.3165691881050346,0.0230705497162075,0.0283597582921421,0.4979035492706976,0.0222301650403294,0.0280327852552818,0.6156595705252088,0.0346879441956511,0.0478873769362595,0.6175452419859555,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'lsqr'}"
5,5,WI_SVR,0.0231879749770135,0.0372574530256624,0.7124321524059389,0.0461144505152181,0.0598174556471196,0.4670395124022048,0.0124410531232018,0.0169956568501501,0.819674141248403,0.0111222488971477,0.0175375865525847,0.8495738897269729,0.0216971193280327,0.0366226584475244,0.7763145664294364,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
80,80,WI_XGB,0.0217509756152421,0.0345337207290778,0.7448506761383771,0.0418620594072805,0.0549266095941415,0.5506293276728621,0.0114633433854089,0.0150908658767035,0.8578291959022524,0.0120193320115621,0.0184688857348196,0.8331735302963015,0.0068024817046692,0.0101466386459512,0.9828295230653612,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
